"","name","average.between","average.within","wb.ratio","widestgap","dunn2","avg.silwidth","within.cluster.ss","cluster.number","algorithm","season","stream","data"
"108","pca_C3_raw_sep_4cl",14.4412324000087,8.73276759400091,0.604710688957243,13.9708103533225,1.1602217789011,0.248684064336542,2436.6346981678,4,"PCA","sep","C3","raw"
"109","pca_C3_growth_cont_3cl",11.2797278831097,4.54331442596634,0.402785818332508,5.50301713664317,1.83241885824028,0.486719528121628,700.918283984547,3,"PCA","cont","C3","growth"
"110","pca_C3_growth_s1_3cl",10.9408548553671,4.72943155892736,0.432272580291777,5.00826367230919,1.61917898587992,0.454947845960224,748.878740242177,3,"PCA","s1","C3","growth"
"111","pca_C3_growth_s2_3cl",10.2326771398959,4.23991723354641,0.414350729098597,6.35970128742627,1.47113318609911,0.428758023722287,652.200380690185,3,"PCA","s2","C3","growth"
"112","pca_C3_growth_sep_4cl",14.1044817448476,8.88710688812177,0.630090991565022,10.9833361061608,0.992820817719073,0.237228218999149,2315.92060303104,4,"PCA","sep","C3","growth"
"113","pca_LS_raw_cont_3cl",8.81381008784364,2.97703715246777,0.337769605062607,7.55326768223899,0.692272941355437,0.486131953529638,567.984217655261,3,"PCA","cont","LS","raw"
"114","pca_LS_raw_s1_3cl",11.0215217569079,4.21666692844029,0.382584820993294,5.281530866071,1.64067574772923,0.522060718387821,702.504789071055,3,"PCA","s1","LS","raw"
"115","pca_LS_raw_s2_3cl",10.8193756091865,4.33315090060685,0.400499165305588,6.00294441728439,1.69523886691875,0.48411830268006,660.93170898204,3,"PCA","s2","LS","raw"
"116","pca_LS_raw_sep_4cl",14.3680952996877,9.32743743941009,0.649177030417724,11.3669216925673,1.16304292284687,0.256869404492668,2453.21147164794,4,"PCA","sep","LS","raw"
"117","pca_LS_growth_cont_3cl",11.3430644874952,4.73053006040725,0.417041626239742,2.50586206737604,1.98131277574694,0.489531167311676,692.531234856,3,"PCA","cont","LS","growth"
"118","pca_LS_growth_s1_3cl",10.984521706361,4.7557399752077,0.432949208198451,6.69752219790969,1.59148414480462,0.441358654434188,809.269354235353,3,"PCA","s1","LS","growth"
"119","pca_LS_growth_s2_3cl",10.1858688788491,4.18787521049925,0.41114560380758,6.92321556113481,1.35497996536138,0.455586179856063,607.329999301119,3,"PCA","s2","LS","growth"
"120","pca_LS_growth_sep_4cl",14.0863006841556,9.08645136742931,0.645055900137772,11.6766786173129,1.10783619358597,0.218355499560009,2371.79890107556,4,"PCA","sep","LS","growth"
"121","pca_C3_LS_raw_avg_s1_3cl",9.02011385386357,8.97934034860738,0.995479712793345,10.1767962828314,0.879265818248437,-0.0662126527515938,2385.46409224379,3,"PCA","s1","C3+LS","raw avg"
"122","pca_C3_LS_raw_diff_s1_3cl",9.34758139327531,9.3204246818945,0.997094787385286,8.42777823770435,0.953486183795099,-0.0662307911299802,2522.28575478826,3,"PCA","s1","C3+LS","raw diff"
"123","pca_C3_LS_raw_s1_4cl",15.5248454552183,5.80272683358835,0.373770344466642,12.778317855416,0.986537604118835,0.454245075643777,1405.65849876648,4,"PCA","s1","C3+LS","raw"
"124","pca_C3_LS_growth_avg_s1_3cl",8.63777252931752,8.55208965718256,0.99008044355832,7.21914876517864,0.885609838579667,-0.067967524837814,2062.33148988334,3,"PCA","s1","C3+LS","growth avg"
"125","pca_C3_LS_growth_diff_s1_3cl",9.0853364194641,9.20971494587264,1.01369002980914,8.16025135468402,0.927218969495893,-0.0727161855999584,2298.55037774774,3,"PCA","s1","C3+LS","growth diff"
